,KIC,KOI,Kepler,Period,Rp/R*,Status
3013,8261920,2174.01,               ,6.69329801,0.024682, PPPP
3014,8261920,2174.02, Kepler-1802 c ,33.13623937,0.025889, PPPP
3015,8261920,2174.03, Kepler-1802 b ,7.72516951,0.017786, PPPP
3016,8261920,2174.04,               ,3.01610646,0.013048, PPPN
3017,9022166,2175.01, Kepler-368 b  ,26.84738298,0.014496, PPPP
3018,9022166,2175.02, Kepler-368 c  ,72.38258324,0.017386, PPFP
3020,10965588,2177.01, Kepler-1132 b ,62.89174076,0.025344, PPPP
3022,10670119,2179.01, Kepler-369 c  ,14.87154509,0.028051, PPPP
3023,10670119,2179.02, Kepler-369 b  ,2.73276817,0.022679, PPPP
3024,7286911,2180.01, Kepler-1133 b ,11.55558102,0.019191, PPPP
3025,8591173,2181.01, Kepler-1804 b ,12.2885583,0.016981, PPPP
3026,6962109,2182.01, Kepler-1134 b ,17.13272042,0.026696, PPPP
3027,5706595,2183.01, Kepler-370 c  ,19.02309588,0.018252, PPPP
3028,5706595,2183.02, Kepler-370 b  ,4.57947332,0.012979, PPPP
3029,5706595,2183.03,               ,150.3814056,0.018304, PPFN
3031,12885212,2184.02,               ,95.90727972,0.025791, PPPP
3032,8611781,2185.01, Kepler-1135 b ,76.95765842,0.017682, PPPP
3033,3097926,2186.01,               ,14.97975762,0.031006, PPPP
3037,5730445,2189.01,               ,33.35857631,0.037695, PPPP
3039,5601258,2191.01, Kepler-1805 b ,8.84785093,0.019308, PPPP
3041,8282651,2193.01, Kepler-1136 b ,2.36172471,0.021694, PPPP
3042,8282651,2193.02,               ,4.16287284,0.020369, PPNN
3044,3548044,2194.01, Kepler-371 b  ,34.76298361,0.015732, PPPP
3045,3548044,2194.02, Kepler-371 c  ,67.96842021,0.016506, PPPP
3046,3548044,2194.03,               ,445.2180022,0.01323, PPPN
3047,11401767,2195.01, Kepler-372 c  ,20.0546569,0.016011, PPPP
3048,11401767,2195.02, Kepler-372 d  ,30.09016159,0.014328, PPPP
3049,11401767,2195.03, Kepler-372 b  ,6.84974223,0.010842, PPPP
3052,11075429,2198.01, Kepler-1137 b ,23.9210982,0.01171, PPPP
3053,11705004,2199.01, Kepler-1806 b ,9.03319745,0.022678, PPPP
3054,11705004,2199.02,               ,3.05294188,0.013873, PPPP
3055,10909127,2200.01, Kepler-1138 b ,3.17058874,0.016434, PPPP
3057,4144576,2202.01, Kepler-1139 b ,0.81316701,0.011964, PPPP
3060,8494542,2204.01, Kepler-1807 b ,10.86072471,0.012808, PPPP
3061,9992325,2205.01, Kepler-1140 b ,24.08617512,0.029386, PPPP
3062,11073656,2206.01,               ,1.83429016,0.01558, PPPP
3064,10531955,2208.01, Kepler-1141 b ,2.34452175,0.007153, PPPP
3065,8168187,2209.01, Kepler-1142 b ,18.30286053,0.012484, PPPP
3066,8168187,2209.02,               ,35.50343668,0.009926, PPPP
3067,4142847,2210.01, Kepler-1143 b ,2.88889638,0.018036, PPPP
3068,4142847,2210.02, Kepler-1143 c ,210.6311201,0.036483, PPPP
3070,10203349,2212.01, Kepler-1144 b ,17.1463008,0.019173, PPPP
3071,7457296,2213.01, Kepler-1145 b ,3.97079378,0.017059, PPPP
3072,10328458,2214.01, Kepler-1146 b ,2.35226646,0.016005, PPPP
3074,4248120,2216.01, Kepler-1808 b ,23.34041396,0.02293, PPPP
3075,9580992,2217.01,               ,37.80269531,0.022945, PPPP
3076,12058204,2218.01, Kepler-373 b  ,5.53535102,0.014674, PPPP
3077,12058204,2218.02, Kepler-373 c  ,16.72627945,0.013088, PPPF
3078,5357545,2219.01, Kepler-1809 b ,3.75728412,0.015273, PPPP
3079,6871071,2220.01, Kepler-374 c  ,3.28279781,0.010858, PPPP
3080,6871071,2220.02, Kepler-374 d  ,5.0281665,0.012313, PPPP
3081,6871071,2220.03, Kepler-374 b  ,1.89782214,0.010541, PPPP
3082,6871071,2220.04,               ,7.66463518,0.009786, PPPP
3083,6871071,2220.05,               ,11.92923256,0.009313, PPNN
3084,6287313,2221.01, Kepler-1147 b ,10.62795581,0.016754, PPPP
3085,9289704,2222.01,               ,34.1375832,0.023727, PPPP
3086,9278725,2223.01, Kepler-1148 b ,1.10446331,0.019568, PPPP
3087,8892157,2224.01, Kepler-1149 b ,3.73088805,0.012723, PPPP
3089,11569782,2225.01, Kepler-1150 b ,2.78785681,0.012562, PPPP
3090,11520459,2226.01,               ,8.46354951,0.025857, PPPP
3091,10600955,2227.01, Kepler-1151 b ,65.64840001,0.021866, PPPP
3093,4473226,2229.01, Kepler-1682 b ,14.83339354,0.025595, PPPP
3096,2854181,2232.01, Kepler-1810 b ,101.1326751,0.035302, PPPP
3097,2854181,2232.02,               ,12.83495888,0.015897, PPPP
3101,10723367,2236.01, Kepler-375 c  ,19.98652318,0.022818, PPPP
3102,10723367,2236.02, Kepler-375 b  ,12.12565284,0.016612, PPPP
3103,5005121,2237.01, Kepler-1811 b ,76.42357971,0.021863, PPPP
3104,8229458,2238.01, Kepler-1152 b ,1.64680112,0.015502, PPPP
3107,5125347,2241.01, Kepler-1812 b ,7.16519828,0.019465, PPPP
3108,9336200,2242.01, Kepler-1153 b ,1.75584803,0.018063, PPPP
3109,4770617,2243.01, Kepler-1154 b ,5.18557989,0.014659, PPPP
3110,4770617,2243.02, Kepler-1154 c ,8.4580914,0.014872, PPPP
3111,4770617,2243.03,               ,31.44568806,0.021236, PPPN
3113,4454934,2245.01, Kepler-1155 b ,33.46991097,0.017637, PPPP
3114,9458343,2246.01, Kepler-1156 b ,11.89515048,0.012501, PPPP
3115,7802719,2247.01, Kepler-1157 b ,4.45742186,0.011863, PPPP
3116,11030475,2248.01, Kepler-1813 b ,2.81814116,0.015259, PPPP
3118,11030475,2248.03,               ,0.76196218,0.012529, PPPF
3119,11030475,2248.04,               ,2.64622956,0.011823, PPPN
3120,11030475,2248.05,               ,4.74507981,0.011205, PNNN
3122,5942808,2250.01, Kepler-1814 b ,2.93535923,0.029114, PPPP
3123,5942808,2250.02,               ,0.62628074,0.018812, PPPP
3125,6206214,2252.01, Kepler-1158 b ,13.53951514,0.010754, PPPP
3126,8959839,2253.01, Kepler-1159 b ,22.70810642,0.016164, PPPP
3128,7672097,2255.01, Kepler-1160 b ,7.97033608,0.020326, PPPP
3129,9112931,2256.01, Kepler-1161 b ,10.71255131,0.031217, PPPP
3130,9071593,2257.01, Kepler-1162 b ,32.56357099,0.021676, PPPP
3131,9071593,2257.02,               ,59.28413978,0.018587, PPPP
3133,8126558,2259.01, Kepler-1815 b ,12.19146717,0.023931, PPPP
3134,11811193,2260.01, Kepler-1163 b ,6.11783696,0.007216, PPPP
3135,3734418,2261.01, Kepler-1164 b ,3.97599692,0.012981, PPPP
3138,8613535,2263.01, Kepler-1165 c ,29.96864759,0.016283, PPPP
3139,8613535,2263.02, Kepler-1165 b ,9.47852438,0.012614, PPPP
3140,8613535,2263.03,               ,15.59458181,0.009074, PPPN
3141,12256520,2264.01, Kepler-1166 b ,33.24087071,0.016789, PPPP
3142,12256520,2264.02,               ,7.2510578,0.010185, PPPN
3144,10489345,2266.01, Kepler-1167 b ,1.00392891,0.020082, PPPP
3149,10329469,2271.01, Kepler-1168 b ,55.82124519,0.026845, PPPP
3150,9654875,2272.01,               ,1.34143482,0.004815, PPFF
3151,9717943,2273.01, Kepler-1169 b ,6.11007219,0.007127, PPPP
3152,7960980,2274.01, Kepler-1170 b ,9.98973791,0.028426, PPPP
3154,3458028,2276.01, Kepler-1171 b ,1.44259305,0.012132, PPPP
3156,3342794,2278.01, Kepler-376 c  ,14.17233466,0.014486, PPPP
3157,3342794,2278.02, Kepler-376 b  ,4.92030924,0.008236, PPPP
3158,3661886,2279.01, Kepler-377 c  ,27.0141931,0.015581, PPPP
3159,3661886,2279.02, Kepler-377 b  ,12.5094778,0.011491, PPPP
3160,2439243,2280.01, Kepler-1172 b ,26.02034088,0.031207, PPPP
3161,9221517,2281.01, Kepler-1173 b ,0.76985558,0.009638, PPPP
3163,6751874,2282.01, Kepler-1174 b ,6.89227549,0.013439, PPPP
3166,9945370,2285.01, Kepler-1175 b ,37.94567905,0.029588, PPPP
3167,8973129,2286.01, Kepler-1176 b ,24.17378668,0.020988, PPPP
3168,9718066,2287.01, Kepler-378 b  ,16.09229093,0.010242, PPPP
3169,9718066,2287.02, Kepler-378 c  ,28.9061109,0.008943, PPPP
3171,3867615,2289.01, Kepler-379 c  ,62.78425554,0.016683, PPPP
3172,3867615,2289.02, Kepler-379 b  ,20.0984816,0.011602, PPPP
3173,12121570,2290.01, Kepler-1816 b ,91.50074186,0.024047, PPPP
3174,8410415,2291.01, Kepler-1817 b ,44.29873581,0.025573, PPPP
3176,8321314,2293.01, Kepler-1683 b ,15.03372048,0.017705, PPPP
3177,6934986,2294.01,               ,131.4842666,0.021741, PPPP
3178,4049901,2295.01,               ,16.29076154,0.006144, PPPP
3179,11498128,2296.01, Kepler-1177 b ,106.2494112,0.018053, PPPP
3180,5342473,2297.01, Kepler-1818 b ,4.64493111,0.011214, PPPP
3181,9334893,2298.01,               ,16.66710278,0.012181, PPPF
3182,9334893,2298.02, Kepler-1178 b ,31.80591683,0.010873, PPPP
3183,9334893,2298.03,               ,2.47241084,0.006256, PPPN
3184,9963265,2299.01, Kepler-1819 b ,16.48690167,0.028243, PPPP
3185,10583761,2300.01, Kepler-1179 b ,2.68504847,0.014462, PPPP
3187,7542813,2302.01, Kepler-1180 b ,16.85997068,0.015361, PPPP
3188,4458082,2303.01, Kepler-1181 b ,4.89332104,0.011019, PPPP
3189,4458082,2303.02,               ,8.93485516,0.011116, PPPP
3190,8042453,2304.01, Kepler-1182 b ,11.1739937,0.016559, PPPP
3191,10874215,2305.01, Kepler-1820 b ,31.03277239,0.025061, PPPP
3192,6666233,2306.01,               ,0.5124069,0.016673, PFFP
3193,7661065,2307.01,               ,4.15029484,0.022217, PFPP
3194,3749978,2308.01, Kepler-1183 b ,28.50578864,0.025143, PPPP
3195,10010440,2309.01, Kepler-1184 b ,53.59887408,0.021253, PPPP
3196,11718144,2310.01, Kepler-1821 b ,16.45811957,0.019186, PPPP
3199,4247991,2311.03, Kepler-1185 b ,104.3520308,0.014333, PPPP
3200,10026544,2312.01,               ,176.3305662,0.00779, PPNN
3201,10132832,2313.01, Kepler-1186 b ,16.07676493,0.020394, PPPP
3202,3219995,2314.01, Kepler-1187 b ,18.87062201,0.022409, PPPP
3203,6062929,2315.01, Kepler-1822 b ,22.13339762,0.023632, PPPP
3204,7504778,2316.01, Kepler-1188 b ,17.13681385,0.017693, PPPP
3205,10684670,2317.01, Kepler-1189 b ,3.78856997,0.010973, PPPP
3206,11495458,2318.01, Kepler-1190 b ,10.45837855,0.015721, PPPP
3207,9003401,2319.01, Kepler-1823 b ,21.10325571,0.012927, PPPP
3209,5978559,2321.01, Kepler-1824 b ,95.61140431,0.020222, PPPP
3210,5978559,2321.02,               ,36.25118517,0.011343, PPPP
3213,7746958,2324.01,               ,1.20468679,0.014773, PPPP
3214,7120108,2325.01, Kepler-1825 b ,1.02585795,0.015157, PPPP
3216,10730703,2327.01, Kepler-1191 b ,5.60013681,0.016335, PPPP
3217,10730703,2327.02,               ,46.33361872,0.016114, PPNP
3218,8007644,2328.01, Kepler-1192 b ,25.20333223,0.024189, PPPP
3219,11192235,2329.01, Kepler-1826 b ,1.61535846,0.020752, PPPP
3221,12401863,2331.01, Kepler-1193 b ,2.83266677,0.009823, PPPP
3222,5534941,2332.01, Kepler-1827 b ,3.70061859,0.007512, PPPP
3223,11121752,2333.01, Kepler-380 b  ,3.93082066,0.009329, PPPP
3224,11121752,2333.02, Kepler-380 c  ,7.63006853,0.010368, PPPP
3226,2990873,2335.01, Kepler-1194 b ,16.22374202,0.014801, PPPP
3228,5599774,2337.01, Kepler-1195 b ,8.49640019,0.026213, PPPP
3229,8099138,2338.01, Kepler-1196 b ,66.18417988,0.021569, PPPP
3230,7033233,2339.01, Kepler-1197 b ,2.03232653,0.015782, PPPP
3232,8681734,2340.01, Kepler-1198 b ,7.68479597,0.014941, PPPP
3234,10212441,2342.01, Kepler-1199 b ,15.04480845,0.009109, PPPP
3236,6119141,2343.01,               ,29.0725314,0.019398, PPFP
3237,8247771,2344.01, Kepler-1200 b ,1.11854929,0.013746, PPPP
3238,5629538,2345.01, Kepler-1201 b ,15.18715846,0.015912, PPPP
3239,8561231,2346.01, Kepler-1202 b ,28.68542365,0.023988, PPPP
3240,8235924,2347.01, Kepler-1203 b ,0.58799935,0.015665, PPFP
3241,6941084,2348.01, Kepler-1204 b ,85.73601467,0.025344, PPPP
3243,6200235,2350.01, Kepler-1205 b ,1.07838656,0.01587, PPPP
3244,1872821,2351.01, Kepler-1828 b ,10.27381308,0.017343, PPPP
3245,8013439,2352.01, Kepler-381 c  ,13.39147403,0.006518, PPPP
3246,8013439,2352.02, Kepler-381 b  ,5.6290675,0.005809, PPPP
3247,8013439,2352.03, Kepler-381 d  ,8.2562501,0.005729, PPPP
3248,12505654,2353.01, Kepler-1829 b ,5.18675303,0.025019, PPPP
3249,7215678,2354.01,               ,1.15124339,0.113088, PPPP
3250,11670125,2355.01, Kepler-1206 b ,1.21700137,0.019188, PPPP
3251,11461844,2356.01, Kepler-1207 b ,13.68231322,0.012367, PPPP
3252,7449554,2357.01,               ,2.42087926,0.013684, PPPP
3253,7449554,2357.02,               ,15.90435487,0.019465, PPPP
3254,5716932,2358.01, Kepler-1830 b ,56.49343468,0.018751, PPPP
3258,11566256,2361.01, Kepler-1831 b ,5.78385336,0.018756, PPPP
3260,8495415,2362.02, Kepler-1208 b ,11.08504735,0.025249, PPPP
3261,7987866,2363.01, Kepler-1832 b ,3.13878969,0.012084, PPPP
3262,9532710,2364.01,               ,5.24248014,0.016781, PPFP
3263,11560897,2365.01, Kepler-430 b  ,35.96836143,0.015074, PPPP
3264,11560897,2365.02, Kepler-430 c  ,110.9771584,0.011176, PPPP
3265,11342416,2366.01, Kepler-1209 b ,25.36905559,0.009677, PPPP
3266,9086251,2367.01, Kepler-1833 b ,6.89213152,0.008473, PPPP
3267,10863608,2368.01, Kepler-1210 b ,8.07118941,0.016454, PPPP
3268,5602588,2369.01, Kepler-1211 b ,11.01821433,0.021613, PPPP
3270,5602588,2369.03,               ,7.22748153,0.012355, PPPP
3271,5385304,2370.01,               ,78.73216435,0.020613, PPPP
3272,11824786,2371.01, Kepler-1212 b ,12.94125876,0.016768, PPPP
3273,12254909,2372.01, Kepler-1213 b ,5.34981032,0.008684, PPPP
3274,10798331,2373.01,               ,147.281451,0.019553, PPPP
3275,9364290,2374.01, Kepler-382 b  ,5.26214174,0.012725, PPPP
3276,9364290,2374.02, Kepler-382 c  ,12.16282676,0.016005, PPPP
3278,11701407,2376.01, Kepler-1214 b ,18.82624595,0.025668, PPPP
3279,5906426,2377.01,               ,13.90329293,0.014725, PPPP
3280,10813132,2378.01, Kepler-1215 b ,4.76702173,0.011856, PPPP
3282,3002478,2380.01,               ,6.3570324,0.015506, PPPP
3285,9395024,2383.01, Kepler-1216 b ,4.37033235,0.012208, PPPP
3286,12254688,2384.01,               ,62.68263736,0.050255, PPFF
3288,4172013,2386.01,               ,16.2705989,0.03737, PPPP
3289,12254378,2387.01, Kepler-1217 b ,2.03231365,0.016406, PPPP
3291,8494617,2389.01, Kepler-1218 b ,22.92204047,0.010926, PPPP
3292,10289119,2390.01, Kepler-1219 b ,16.10475088,0.010217, PPPP
3294,7382313,2392.01, Kepler-1220 b ,7.4269735,0.013181, PPPP
3295,4665571,2393.01, Kepler-1834 b ,4.60301932,0.015585, PPPP
3296,4665571,2393.02,               ,0.7666926,0.014105, PPPP
3300,9269042,2397.01, Kepler-1221 b ,12.00095106,0.018849, PPPP
3302,11461433,2399.01, Kepler-1222 b ,1.9169393,0.009313, PPPP
3303,7984574,2400.01,               ,11.6192068,0.024539, PPPP
3304,10336951,2401.01,               ,38.22912605,0.022391, PPPP
3305,8481129,2402.01, Kepler-1223 b ,16.30095111,0.014479, PPPP
3306,2142522,2403.01, Kepler-1224 b ,13.32359418,0.010048, PPPP
3307,6364215,2404.01,               ,2.10081915,0.011996, PPPP
3310,5007345,2406.01, Kepler-1225 b ,7.0107279,0.013782, PPPP
3311,12120484,2407.01, Kepler-1226 b ,17.29223871,0.013103, PPPP
3312,6429812,2408.01, Kepler-1227 b ,94.28959904,0.020536, PPPP
3313,10024051,2409.01, Kepler-1228 b ,0.57736939,0.018275, PPPP
3316,8073806,2411.01, Kepler-1835 b ,11.96414264,0.025807, PPPP
3318,3234598,2413.01, Kepler-383 b  ,12.90463929,0.018049, PPPP
3319,3234598,2413.02, Kepler-383 c  ,31.20213018,0.016866, PPPP
3320,8611832,2414.01, Kepler-384 b  ,22.59681542,0.010929, PPPP
3321,8611832,2414.02, Kepler-384 c  ,45.34836333,0.011662, PPPP
3322,5621586,2415.01, Kepler-1836 b ,5.25417482,0.019917, PPPP
3323,9210387,2416.01, Kepler-1837 b ,5.90613876,0.017266, PPPP
3324,9654468,2417.01, Kepler-1684 b ,47.70538583,0.030414, PPPP
3325,10027247,2418.01, Kepler-1229 b ,86.83028629,0.024575, PPPP
3326,6343170,2419.01, Kepler-1230 b ,9.95649158,0.022351, PPPP
3327,7107802,2420.01, Kepler-1231 b ,10.41728983,0.013231, PPPP
3328,7107802,2420.02,               ,5.46754034,0.008757, PPPP
3329,8838950,2421.01,               ,2.27049952,0.009479, PPPP
3330,8838950,2421.02,               ,4.02320414,0.008364, PPPP
3331,11360805,2422.01, Kepler-1232 b ,26.78395059,0.017416, PPPP
3332,11360805,2422.02,               ,57.38878929,0.016961, PPPP
3333,9845898,2423.01, Kepler-1233 b ,45.1261219,0.018078, PPPP
3334,12453581,2424.01, Kepler-1234 b ,11.94020493,0.022628, PPPP
3336,8081899,2426.01, Kepler-1235 b ,4.16055421,0.007895, PPPP
3342,7047363,2432.01, Kepler-1236 b ,31.05684427,0.023172, PPPP
3344,11968463,2433.01, Kepler-385 c  ,15.16213142,0.01984, PPPP
3345,11968463,2433.02, Kepler-385 b  ,10.04380879,0.019203, PPPP
3346,11968463,2433.03, Kepler-385 d  ,56.41581418,0.020335, PPPP
3347,11968463,2433.04,               ,27.90426394,0.016024, PPPP
3349,11968463,2433.06,               ,6.0632531,0.01204, PPNP
3350,11968463,2433.07,               ,86.43086179,0.018726, PPFN
3351,11968463,2433.08,               ,3.37375965,0.010077, PNNN
3354,8570333,2436.01, Kepler-1237 b ,84.57297572,0.027172, PPPP
3355,5036705,2437.01, Kepler-1238 b ,4.14791035,0.01078, PPPP
3357,6867555,2439.01, Kepler-1239 b ,5.19111924,0.015802, PPPP
3358,6867555,2439.02,               ,7.50181268,0.010658, PPPP
3359,5339567,2440.01, Kepler-1240 b ,4.86642498,0.011, PPPP
3361,11080405,2442.01, Kepler-386 c  ,25.19340477,0.019758, PPPP
3362,11080405,2442.02, Kepler-386 b  ,12.31028885,0.014846, PPPP
3363,9209624,2443.01, Kepler-387 b  ,6.79167774,0.009465, PPPP
3364,9209624,2443.02, Kepler-387 c  ,11.83778475,0.009036, PPPP
3365,3354846,2444.01, Kepler-1241 b ,18.55249001,0.025392, PPPP
3366,6516185,2445.01,               ,47.36736993,0.044114, PPPP
3369,5857540,2448.01, Kepler-1242 b ,13.6279488,0.027053, PPPP
3370,12208631,2449.01,               ,53.35857045,0.024705, PPPP
3371,12208631,2449.02,               ,0.91235131,0.00997, PPPP
3372,7289317,2450.01, Kepler-1243 b ,16.83206369,0.016526, PPPP
3373,7289317,2450.02,               ,7.19310749,0.010112, PPPP
3376,8631751,2453.01,               ,1.53051716,0.025158, PPPP
3380,9753154,2457.01, Kepler-1244 b ,3.70427216,0.006956, PPPP
3381,7604328,2458.01, Kepler-1245 b ,4.3540979,0.015164, PPPP
3382,7604328,2458.02, Kepler-1245 c ,2.93659,0.015256, PPPP
3384,11236244,2460.01, Kepler-1246 b ,11.32271817,0.016045, PPPP
3385,9837685,2461.01, Kepler-1247 b ,13.71233151,0.025704, PPPP
3386,5042210,2462.01, Kepler-1838 b ,12.14688044,0.007709, PPPP
3387,12454461,2463.01, Kepler-1248 b ,7.46716089,0.007993, PPPP
3390,8544992,2466.01, Kepler-388 b  ,3.17323603,0.01297, PPPP
3391,8544992,2466.02, Kepler-388 c  ,13.29723692,0.013524, PPPP
3392,11818607,2467.01, Kepler-1839 b ,5.05662579,0.010845, PPPP
3393,8380709,2468.01, Kepler-1249 b ,24.33402956,0.016677, PPPP
3394,6149910,2469.01, Kepler-1840 b ,131.1872401,0.027041, PPPP
3396,5436013,2471.01, Kepler-1841 b ,25.88614589,0.013434, PPPP
3397,9395719,2472.01, Kepler-1250 b ,2.60752966,0.017293, PPPP
3398,8753896,2473.01, Kepler-389 b  ,3.24414738,0.017398, PPPP
3400,8753896,2473.03, Kepler-389 c  ,14.51244174,0.017456, PPPP
3401,8240617,2474.01,               ,176.8774848,0.018209, PPNN
3404,6846911,2477.01, Kepler-1842 b ,14.02635534,0.018873, PPPP
3406,5963582,2479.01, Kepler-1843 b ,25.54331479,0.010666, PPPP
3407,8189801,2480.01,               ,0.66682727,0.021015, PPPP
3409,11403389,2482.01, Kepler-1251 b ,45.09193747,0.019047, PPPP
3410,9851662,2483.01, Kepler-1252 b ,15.05386692,0.013668, PPPP
3411,10453588,2484.01, Kepler-1253 b ,68.88636184,0.011068, PPPP
3412,11125613,2485.01, Kepler-1254 b ,9.99116477,0.017749, PPPP
3413,11125613,2485.02, Kepler-1254 c ,3.6008407,0.015522, PPPP
3414,11125613,2485.03, Kepler-1254 d ,5.72716427,0.015858, PPPP
3415,8074328,2486.01,               ,4.26793583,0.010778, PPPP
3416,7212184,2487.01, Kepler-1255 b ,36.29233938,0.017777, PPPP
3417,8559152,2488.01, Kepler-1256 b ,12.41284727,0.009591, PPPP
3418,2718778,2489.01, Kepler-1844 b ,3.92451393,0.019882, PPPP
3419,3122913,2490.01, Kepler-1845 b ,11.60652669,0.024939, PPPP
3420,9229657,2491.01, Kepler-1257 b ,2.66830487,0.015055, PPPP
3421,11752632,2492.01, Kepler-1258 b ,0.98494089,0.008324, PPPP
3422,10028535,2493.01, Kepler-1259 b ,0.66308658,0.016396, PPPP
3423,7047207,2494.01, Kepler-1260 b ,19.11862133,0.013572, PPPP
3426,11179076,2497.01, Kepler-1261 b ,48.43171351,0.02686, PPPP
3427,5959719,2498.01, Kepler-390 b  ,6.73804605,0.008805, PPPP
3428,5959719,2498.02, Kepler-390 c  ,13.06023239,0.009263, PPPP
3433,8631504,2503.01, Kepler-1846 b ,14.82010864,0.012166, PPPP
3434,8110767,2504.01, Kepler-1685 b ,20.49050493,0.023558, PPPP
3437,6767840,2506.01, Kepler-1262 b ,8.67905278,0.01626, PPPP
3438,8379705,2507.01, Kepler-1847 b ,11.1296967,0.017863, PPPP
3439,8836888,2508.01,               ,7.10400675,0.017868, PPFP
3440,9880190,2509.01, Kepler-1263 b ,4.55141291,0.012309, PPPP
3443,9574158,2512.01,               ,15.92114986,0.024541, PPPP
3444,9653622,2513.01,               ,19.00535756,0.04725, PPPP
3447,7294743,2516.01,               ,2.81044457,0.006284, PPPP
3448,8947520,2517.01, Kepler-1264 b ,0.96852677,0.0099, PPPP
3450,4047631,2519.01,               ,4.79090326,0.020934, PPPP
3451,10059645,2520.01, Kepler-1265 b ,6.49441192,0.01705, PPPP
3452,7183745,2521.01, Kepler-1266 b ,28.47481322,0.024822, PPPP
3453,7183745,2521.02, Kepler-1266 c ,4.86630538,0.017352, PPPP
3454,9177629,2522.01, Kepler-1848 b ,5.60402202,0.013602, PPPP
3455,7778767,2523.01, Kepler-1267 b ,13.03140708,0.021803, PPPP
3456,7778767,2523.02,               ,2.61090571,0.013609, PPPP
3457,7515762,2524.01, Kepler-1268 b ,40.99039286,0.016087, PPPP
3458,5942949,2525.01, Kepler-1849 b ,57.29225451,0.025219, PPPP
3461,7879433,2527.01, Kepler-1850 b ,1.38578931,0.00852, PPPP
3462,9205907,2528.01, Kepler-1851 b ,12.02297393,0.025788, PPPP
3463,8463346,2529.01, Kepler-436 c  ,16.79708753,0.028425, PPPP
3464,8463346,2529.02, Kepler-436 b  ,64.00157095,0.030011, PPPP
3465,9011825,2530.01, Kepler-1269 b ,37.33276691,0.012487, PPPP
3466,4172746,2531.01,               ,17.69989262,0.024521, PPPP
3467,5174858,2532.01, Kepler-1852 b ,7.9709463,0.020136, PPPP
3468,11074835,2533.01, Kepler-1270 b ,6.03354343,0.008497, PPPP
3470,11074835,2533.03,               ,26.11513055,0.007311, PPNN
3471,1996180,2534.01, Kepler-1271 b ,3.02558432,0.010482, PPPP
3472,1996180,2534.02,               ,5.42197778,0.008163, PPPP
3473,9635606,2535.01, Kepler-1853 b ,48.88863934,0.018302, PPPP
3474,3728701,2536.01, Kepler-1272 b ,51.13226661,0.018142, PPPP
3476,1849702,2538.01, Kepler-1854 b ,39.83101933,0.017986, PPPP
3479,12306058,2541.01, Kepler-391 b  ,7.4168568,0.007698, PPPP
3480,12306058,2541.02, Kepler-391 c  ,20.48579208,0.00857, PPPP
3481,6183511,2542.01, Kepler-1855 b ,0.72732951,0.017589, PPPP
3482,12469800,2543.01, Kepler-1856 b ,1.30201313,0.015484, PPPP
3483,8676148,2544.01, Kepler-1273 b ,28.62539244,0.023394, PPPP
3484,9696358,2545.01, Kepler-1274 b ,6.98152856,0.005715, PPPP
3486,4484336,2547.01, Kepler-1857 b ,8.94335828,0.013661, PPPP
3487,9580167,2548.01,               ,0.82715633,0.014836, PPPP
3489,11622985,2550.01,               ,18.02434273,0.019527, PPPP
3490,11361283,2551.01,               ,16.47949466,0.019927, PPPP
3491,8757824,2552.01, Kepler-1275 b ,3.65692258,0.009599, PPPP
3492,9832208,2553.01, Kepler-1858 b ,88.07138957,0.026676, PPPP
3493,10471621,2554.01,               ,39.75580407,0.02286, PPPN
3494,10471621,2554.02,               ,10.27120938,0.017018, PPPP
3495,5350244,2555.01, Kepler-1276 b ,12.57245066,0.008642, PPPP
3496,5374403,2556.01, Kepler-1277 b ,40.836545,0.014919, PPPP
3499,6605493,2559.01, Kepler-1686 b ,9.30977783,0.009887, PPPP
3500,4670217,2560.01,               ,18.12127778,0.020128, PPPP
3501,7259298,2561.01, Kepler-1278 b ,3.23942276,0.008181, PPPP
3503,5175024,2563.01, Kepler-1279 b ,23.47700398,0.011062, PPPP
3504,5175024,2563.02,               ,6.2614703,0.006836, PPPN
3505,9026749,2564.01, Kepler-1280 b ,66.5577045,0.013435, PPPP
3506,9026749,2564.02,               ,17.66396615,0.007639, PPPP
3511,8247770,2569.01,               ,8.28154104,0.010753, PPPP
3514,6867588,2571.01,               ,0.826286,0.010474, PPPP
3515,7501646,2572.01,               ,6.37705041,0.020495, PPPP
3520,12257999,2577.01,               ,18.55620716,0.021784, PPPP
3521,6922203,2578.01,               ,13.33087026,0.027739, PPPP
3522,9896018,2579.01, Kepler-1859 b ,2.72960744,0.011005, PPPP
3523,9896018,2579.02,               ,3.59647062,0.011308, PPPP
3524,9896018,2579.03,               ,10.30132666,0.011801, PPPP
3525,11037511,2580.01, Kepler-1281 b ,3.11603656,0.016815, PPPP
3526,11818872,2581.01, Kepler-1860 b ,12.73731504,0.009177, PPPP
3527,11771430,2582.01, Kepler-1861 b ,40.03047968,0.013408, PPPP
3528,10387742,2583.01,               ,3.03266278,0.005991, PPPP
3531,7673841,2585.01, Kepler-392 b  ,5.34182216,0.007774, PPPP
3532,7673841,2585.02, Kepler-392 c  ,10.42309397,0.007913, PPPP
3533,7673841,2585.03,               ,7.87845619,0.006116, PPPP
3534,9827149,2586.01, Kepler-1282 b ,2.13194616,0.015082, PPPP
3536,5546691,2587.01, Kepler-1283 b ,12.94567641,0.012006, PPPP
