,KIC,KOI,Kepler,Period,Rp/R*,Status
3537,12156347,2588.01, Kepler-1687 b ,5.77961016,0.018054, PPPP
3538,10468885,2589.01, Kepler-1284 b ,0.66407283,0.013253, PPPP
3540,12016267,2590.02,               ,22.79018104,0.006806, PPPP
3542,6765135,2592.01,               ,175.6033513,0.020687, PPPP
3543,8212002,2593.01, Kepler-1285 b ,14.79670528,0.006937, PPPP
3544,8212002,2593.02,               ,9.55404765,0.00472, PPPN
3545,8004903,2594.01, Kepler-1286 b ,11.25387978,0.019259, PPPP
3546,8883329,2595.01, Kepler-393 b  ,9.18249038,0.008676, PPPP
3547,8883329,2595.02, Kepler-393 c  ,14.61372243,0.008023, PPPP
3549,12120307,2597.01, Kepler-394 b  ,8.00503248,0.012806, PPPP
3550,12120307,2597.02, Kepler-394 c  ,12.1307292,0.013427, PPPP
3551,12120307,2597.03, Kepler-394 d  ,5.61355807,0.01184, PPPP
3552,7446631,2598.01,               ,29.2252655,0.012252, PPPP
3556,10068659,2602.01, Kepler-1287 b ,11.47695739,0.014306, PPPP
3557,2443393,2603.01,               ,73.70893942,0.010871, PPPP
3558,9019191,2604.01,               ,14.43349734,0.019816, PPPP
3561,5095635,2607.01,               ,0.75445877,0.015143, PPPP
3562,6269070,2608.01, Kepler-1288 b ,2.76123931,0.007621, PPPP
3564,2305866,2610.01,               ,24.10773551,0.009514, PPPP
3565,2305866,2610.02,               ,115.2283254,0.011888, PPPP
3567,9602613,2612.01,               ,4.61225771,0.004891, PPPP
3568,9602613,2612.02,               ,7.57302667,0.005008, PPPP
3569,9712350,2613.01,               ,51.574162,0.027507, PPPP
3570,5807769,2614.01, Kepler-1289 b ,7.99019922,0.01185, PPPP
3571,8025596,2615.01, Kepler-1290 b ,4.69503362,0.014397, PPPP
3573,4915638,2617.01, Kepler-1291 b ,8.63047612,0.016558, PPPP
3575,8081905,2619.01, Kepler-1292 b ,3.27645127,0.016558, PPPP
3576,11465950,2620.01, Kepler-1862 b ,16.05739435,0.022054, PPPP
3579,10916600,2623.01, Kepler-1293 b ,5.57652377,0.006785, PPPP
3580,10916600,2623.02,               ,4.02657894,0.0052, PPPP
3581,8429314,2624.01, Kepler-1294 b ,115.6863847,0.028406, PPPP
3582,9153570,2625.01, Kepler-1295 b ,3.81366832,0.015293, PPPP
3583,11768142,2626.01, Kepler-1652 b ,38.09721221,0.027065, PPPP
3584,6124512,2627.01, Kepler-1296 b ,8.38403682,0.009652, PPPP
3585,10070468,2628.01, Kepler-1297 b ,1.68190087,0.008448, PPPP
3588,7584650,2631.01, Kepler-1863 b ,44.99721596,0.01195, PPPP
3590,11337566,2632.01, Kepler-1298 b ,7.128144,0.006279, PPPP
3592,1995519,2634.01, Kepler-1299 b ,19.9401397,0.025519, PPPP
3593,4914566,2635.01, Kepler-1300 b ,22.24211825,0.007409, PPPP
3594,6198182,2636.01, Kepler-1864 b ,3.88149903,0.005606, PPPP
3596,9574179,2637.01,               ,3.98866507,0.008935, PPPP
3597,6211812,2638.01, Kepler-1865 b ,2.52400778,0.016269, PPPP
3598,11391755,2639.01,               ,25.11197088,0.018558, PPPP
3601,8894646,2641.01,               ,3.55562142,0.007125, PPPP
3603,6933567,2643.01, Kepler-1301 b ,9.08243105,0.015549, PPPP
3607,11962284,2647.01, Kepler-1302 b ,8.8392548,0.016248, PPPP
3609,6842682,2649.01, Kepler-1303 b ,7.56130388,0.012441, PPPP
3610,8890150,2650.01, Kepler-395 c  ,34.98978626,0.020392, PPPP
3611,8890150,2650.02, Kepler-395 b  ,7.05433509,0.017443, PPPP
3613,4346178,2652.01, Kepler-1304 b ,16.12895024,0.017599, PPPP
3615,9664142,2654.01, Kepler-1305 b ,13.56327687,0.017045, PPPP
3616,10018233,2655.01, Kepler-1306 b ,16.29600051,0.017592, PPPP
3617,8636539,2656.01,               ,6.7738935,0.011692, PPPP
3618,9283156,2657.01,               ,5.22406375,0.006343, PPPP
3619,8547429,2658.01, Kepler-1866 b ,11.66010699,0.011854, PPPP
3621,9893318,2660.01, Kepler-1307 b ,18.01606834,0.020682, PPPP
3623,3426367,2662.01, Kepler-1308 b ,2.10433246,0.014444, PPPP
3624,7762723,2663.01, Kepler-1867 b ,9.88741302,0.007754, PPPP
3625,5562090,2664.01, Kepler-1309 b ,28.8432634,0.024867, PPPP
3629,5513012,2668.01, Kepler-1310 b ,0.67933644,0.014189, PPPP
3634,11253827,2672.01, Kepler-396 c  ,88.51077672,0.045546, PPPP
3635,11253827,2672.02, Kepler-396 b  ,42.9926169,0.030487, PPPP
3637,8022489,2674.01, Kepler-1311 d ,197.5112454,0.052069, PPPF
3638,8022489,2674.02, Kepler-1311 b ,11.17280657,0.007971, PPPP
3639,8022489,2674.03, Kepler-1311 c ,2.53575336,0.007519, PPPP
3640,5794570,2675.01, Kepler-1312 b ,5.44832831,0.02102, PPPP
3641,5794570,2675.02, Kepler-1312 c ,1.1161309,0.009583, PPPP
3643,9958387,2677.01,               ,237.7870022,0.048883, PPPP
3644,6779260,2678.01, Kepler-1313 b ,3.83308581,0.019532, PPPP
3647,8326342,2680.01,               ,14.40793864,0.104624, PPFP
3648,6878240,2681.01, Kepler-397 c  ,135.4978788,0.072008, PPPP
3649,6878240,2681.02, Kepler-397 b  ,22.25108709,0.022765, PPPP
3651,7899070,2683.01,               ,126.4451639,0.051867, PPPP
3654,7826659,2686.01, Kepler-1868 b ,211.0309007,0.039098, PPPP
3655,7202957,2687.01,               ,1.71683458,0.007226, PPPP
3656,7202957,2687.02, Kepler-1869 b ,8.16733499,0.009376, PPPP
3657,8892303,2688.01, Kepler-1314 b ,5.42474783,0.08036, PPPP
3658,10265602,2689.01,               ,165.3447077,0.081601, PPPP
3659,5369827,2690.01, Kepler-1870 b ,3.60694116,0.019235, PPPF
3660,4552729,2691.01,               ,97.44736726,0.040892, PPPP
3662,5185897,2693.01, Kepler-398 b  ,4.08141546,0.01166, PPPP
3663,5185897,2693.02, Kepler-398 c  ,11.4194537,0.010957, PPPP
3664,5185897,2693.03, Kepler-398 d  ,6.83440524,0.011862, PPPP
3665,9475552,2694.01, Kepler-1315 b ,0.84337886,0.016435, PPPP
3666,9475552,2694.02, Kepler-1315 c ,6.56608414,0.017857, PPPP
3667,5196864,2695.01,               ,2.50343436,0.030166, PPPP
3668,11071200,2696.01,               ,96.45567261,0.028566, PPPP
3669,11071200,2696.02,               ,44.56517149,0.017732, PPPP
3671,5128673,2698.01, Kepler-1316 b ,87.97249981,0.026873, PPPP
3672,6690836,2699.01, Kepler-1317 b ,0.56887506,0.017628, PPPP
3673,8639908,2700.01,               ,0.91002098,0.017419, PPPP
3676,5871985,2703.01, Kepler-1318 b ,213.2590107,0.039502, PPPP
3677,9730163,2704.01, Kepler-445 c  ,4.87122503,0.071891, PPPP
3678,9730163,2704.02, Kepler-445 b  ,2.98414433,0.045938, PPPP
3679,9730163,2704.03, Kepler-445 d  ,8.15275543,0.036094, PPNP
3680,11453592,2705.01, Kepler-1319 b ,2.88676087,0.022959, PPPP
3681,9697131,2706.01,               ,3.09757528,0.008545, PPPP
3682,5480640,2707.01, Kepler-399 d  ,58.0335465,0.025686, PPPP
3683,5480640,2707.02, Kepler-399 b  ,14.42511329,0.013631, PPPP
3684,5480640,2707.03, Kepler-399 c  ,26.67582856,0.019779, PPPP
3685,5175986,2708.01, Kepler-1320 b ,0.86838849,0.019942, PPFP
3688,5272233,2711.01, Kepler-400 b  ,9.02440904,0.013436, PPPP
3689,5272233,2711.02, Kepler-400 c  ,17.34087448,0.011801, PPPP
3690,11098013,2712.01,               ,7.50790749,0.011111, PPPP
3692,12206313,2714.01, Kepler-401 b  ,14.38312565,0.012309, PPPP
3693,12206313,2714.02, Kepler-401 c  ,47.31879794,0.014997, PPPP
3694,12206313,2714.03, Kepler-401 d  ,184.2636218,0.015855, PPPP
3695,9837661,2715.01, Kepler-1321 b ,11.12826312,0.069604, PPPP
3696,9837661,2715.02, Kepler-1321 c ,2.22650285,0.0387, PPPP
3697,9837661,2715.03, Kepler-1321 d ,5.72089162,0.032937, PPPP
3698,9092504,2716.01, Kepler-1322 b ,0.9628664,0.01607, PPPP
3699,9092504,2716.02, Kepler-1322 c ,6.46008024,0.018371, PPPP
3700,9467404,2717.01, Kepler-1323 b ,0.92990522,0.009608, PPPP
3702,5184911,2719.01, Kepler-1324 b ,4.11584657,0.018628, PPPP
3703,5184911,2719.02,               ,106.2595388,0.017479, PPPP
3704,8176564,2720.01,               ,6.57159018,0.007487, PPPP
3705,6587105,2721.01, Kepler-1325 b ,33.87864113,0.023888, PPPP
3706,7673192,2722.01, Kepler-402 c  ,6.12478255,0.010503, PPPP
3707,7673192,2722.02, Kepler-402 e  ,11.2427106,0.01084, PPPP
3708,7673192,2722.03, Kepler-402 b  ,4.0287519,0.009366, PPPP
3709,7673192,2722.04, Kepler-402 d  ,8.92112441,0.009756, PPPP
3710,7673192,2722.05,               ,16.53398267,0.008779, PPPP
3711,3346154,2723.01, Kepler-1871 b ,1.95271186,0.01881, PPPP
3716,4178606,2728.01, Kepler-1326 b ,42.35220578,0.021153, PPPP
3717,12008872,2729.01, Kepler-1327 b ,14.88774389,0.014686, PPPP
3718,8415200,2730.01, Kepler-1328 b ,4.52159195,0.009376, PPPP
3720,9886361,2732.01, Kepler-403 b  ,7.03145274,0.008545, PPPP
3721,9886361,2732.02, Kepler-403 d  ,13.6116442,0.008999, PPPP
3722,9886361,2732.03, Kepler-403 c  ,54.28106641,0.011222, PPPP
3723,9886361,2732.04,               ,24.56045782,0.006887, PPPP
3724,5953297,2733.01, Kepler-1688 b ,5.62007806,0.01238, PPPP
3725,7659389,2734.01, Kepler-1872 b ,3.82590615,0.026326, PPPP
3726,9472074,2735.01, Kepler-1873 b ,0.55884185,0.015624, PPPP
3727,10842192,2736.01, Kepler-1329 b ,9.33653845,0.026535, PPPP
3730,4831728,2739.01, Kepler-1330 b ,10.10775159,0.015635, PPPP
3731,4831728,2739.02,               ,7.09552793,0.009138, PPPP
3734,5980208,2742.01, Kepler-1331 b ,0.78916031,0.01326, PPPP
3735,8095441,2743.01, Kepler-1332 b ,11.87457283,0.013598, PPPP
3736,5881813,2744.01, Kepler-1333 b ,109.6465339,0.027153, PPPP
3737,5881813,2744.02,               ,11.61540082,0.012397, PPPP
3738,12456601,2745.01, Kepler-1334 b ,15.64590315,0.022003, PPPP
3740,6586746,2747.01, Kepler-1335 b ,6.26402384,0.017609, PPPP
3741,9962455,2748.01, Kepler-1336 b ,23.1986074,0.013604, PPPP
3742,9962455,2748.02, Kepler-1336 c ,5.77720298,0.010608, PPPP
3744,3663173,2750.01,               ,174.6343809,0.045948, PPPP
3745,9881077,2751.01, Kepler-1337 b ,24.40035369,0.025967, PPPP
3747,6265792,2753.01, Kepler-1338 b ,0.93511642,0.007472, PPPP
3748,10905911,2754.01, Kepler-1339 b ,1.34155585,0.006989, PPPP
3749,3545135,2755.01, Kepler-1689 b ,8.48292964,0.007677, PPPP
3750,6964929,2756.01, Kepler-1340 b ,0.66502299,0.009416, PPPP
3751,6964929,2756.02,               ,5.07001741,0.008815, PPNP
3752,6432345,2757.01, Kepler-1690 b ,234.6359788,0.026708, PPPP
3753,8703129,2758.01,               ,253.3715509,0.029749, PPPP
3754,11076400,2759.01,               ,1.07808656,0.011148, PPPP
3755,7877978,2760.01, Kepler-1874 b ,56.57308372,0.023422, PPPP
3757,8210018,2762.01, Kepler-1341 b ,132.9957224,0.031727, PPPP
3759,10073672,2764.01,               ,2.25297642,0.019757, PPPP
3763,9008737,2768.01, Kepler-404 b  ,11.82901246,0.01186, PPNN
3764,9008737,2768.02, Kepler-404 c  ,14.7477039,0.011378, PPNN
3767,10917043,2770.01,               ,205.3853966,0.031369, PPPP
3772,6346809,2775.01,               ,17.57708619,0.025748, PPPP
3775,7769819,2778.01, Kepler-1342 b ,2.21571559,0.015366, PPPP
3776,11874577,2779.01, Kepler-1875 b ,34.45859249,0.019233, PPPP
3777,12164564,2780.01, Kepler-1343 b ,3.35183419,0.01736, PPPP
3782,10001368,2785.01, Kepler-1344 b ,4.7682845,0.014667, PPPP
3783,9466429,2786.01, Kepler-1345 b ,44.61654502,0.014409, PPPP
3786,8885643,2789.01, Kepler-1346 b ,3.40164695,0.011593, PPPP
3787,5652893,2790.01, Kepler-1347 b ,14.00952405,0.011757, PPPP
3788,11662184,2791.01, Kepler-1348 b ,27.5720109,0.015847, PPPP
3789,11127479,2792.01, Kepler-1349 b ,2.12823237,0.004669, PPPP
3790,9823519,2793.01, Kepler-1350 b ,4.49685739,0.040133, PPPP
3791,9823519,2793.02, Kepler-1350 c ,1.76678406,0.028983, PPPP
3794,11246161,2796.01,               ,0.53740814,0.009057, PPPF
3795,10604521,2797.01,               ,0.86812006,0.01405, PPPP
3796,6697756,2798.01, Kepler-1351 b ,0.91614255,0.009034, PPPP
3799,5905822,2801.01, Kepler-1876 b ,6.99211625,0.005356, PPPP
3800,5775129,2802.01, Kepler-1691 b ,3.84821117,0.013244, PPPP
3801,9898447,2803.01, Kepler-1877 b ,2.37753063,0.005146, PPPP
3803,11135308,2805.01, Kepler-1352 b ,1.87788397,0.006444, PPPP
3804,7047824,2806.01, Kepler-1353 b ,24.75435687,0.021852, PPPP
3805,2985587,2807.01,               ,3.37571582,0.012182, PPPP
3811,2442448,2812.01, Kepler-1354 b ,76.61365709,0.020558, PPPP
3812,11197853,2813.01,               ,0.69846083,0.010508, PPPP
3815,11283615,2816.01, Kepler-1355 b ,1.2895955,0.015721, PPPP
3816,7605093,2817.01, Kepler-1356 b ,0.63400478,0.016538, PPPP
3819,11963206,2820.01, Kepler-1357 b ,3.00914162,0.012593, PPPP
3820,4249611,2821.01,               ,79.24557218,0.03332, PPPP
3821,8263545,2822.01, Kepler-1878 b ,4.44588277,0.019494, PPPP
3826,7428736,2827.01, Kepler-1358 b ,7.06319455,0.013104, PPPP
3827,6436029,2828.01, Kepler-1359 b ,59.49652757,0.031595, PPPP
3828,6436029,2828.02,               ,505.4590073,0.036958, PPPF
3829,6197215,2829.01, Kepler-1879 b ,10.61343902,0.011388, PPPP
3830,9244508,2830.01, Kepler-1360 b ,40.52918301,0.017546, PPPP
3832,9995402,2832.01, Kepler-1361 b ,3.57550967,0.008671, PPPP
3833,9109857,2833.01,               ,1.7918873,0.006309, PPPP
3834,5609593,2834.01, Kepler-1362 b ,136.2051241,0.031026, PPPP
3835,5436338,2835.01, Kepler-1880 b ,6.30922022,0.024092, PPPP
3836,11414465,2836.01, Kepler-1363 b ,2.94192908,0.015031, PPPP
3837,11565924,2837.01, Kepler-1364 b ,13.32196826,0.010787, PPPP
3838,6607357,2838.01, Kepler-1365 b ,7.69997247,0.00773, PPPP
3839,6607357,2838.02, Kepler-1365 c ,4.7746106,0.006753, PPPP
3840,6186964,2839.01, Kepler-1366 b ,2.16456455,0.021077, PPPP
3841,6467363,2840.01,               ,3.67935053,0.008483, PPPP
3842,6467363,2840.02,               ,7.44647047,0.008214, PPPP
3843,8758204,2841.01, Kepler-1881 b ,159.3875232,0.028699, PPPP
3844,8733898,2842.01, Kepler-446 b  ,1.56541081,0.049116, PPPP
3845,8733898,2842.02, Kepler-446 d  ,5.14891616,0.04507, PPPP
3846,8733898,2842.03, Kepler-446 c  ,3.03621178,0.039364, PPPP
3849,10591855,2845.01, Kepler-1367 b ,1.57408441,0.013421, PPPP
3852,7749773,2848.01, Kepler-1882 b ,13.7872111,0.007931, PPPP
3853,10064256,2849.01, Kepler-1692 b ,5.95959643,0.010539, PPPP
3855,6697605,2851.01,               ,3.42065171,0.017292, PPPP
3856,6697605,2851.02,               ,1.2393572,0.011345, PPPP
3857,6294819,2852.01, Kepler-1368 b ,0.6756519,0.013144, PPPP
3858,12602314,2853.01,               ,1.40702093,0.012195, PPPP
3860,4547603,2855.01,               ,1.40075046,0.011248, PPPP
3861,5688910,2856.01, Kepler-1369 b ,25.8731775,0.024384, PPPP
3862,6345732,2857.01, Kepler-1370 b ,20.26422381,0.012611, PPPP
3863,6345732,2857.02, Kepler-1370 c ,7.44132897,0.008249, PPPP
3865,10397751,2859.01, Kepler-1371 b ,3.44620774,0.008403, PPPP
3866,10397751,2859.02, Kepler-1371 c ,2.0054092,0.007191, PPPP
3867,10397751,2859.03,               ,4.28887482,0.007257, PPPP
3868,10397751,2859.04,               ,2.90513115,0.007294, PPPN
3869,10397751,2859.05,               ,5.43099977,0.007492, PPPP
3870,6606438,2860.01, Kepler-1883 b ,103.4258572,0.028668, PPPP
3872,6679295,2862.01,               ,24.57521533,0.028798, PPPP
3875,8681833,2865.01, Kepler-1372 b ,1.3115582,0.010943, PPPP
3876,4138951,2866.01, Kepler-1373 b ,1.29123101,0.007613, PPPP
3879,8884274,2868.01, Kepler-1374 b ,10.65278107,0.025156, PPPP
3880,7767162,2869.01, Kepler-1375 b ,3.30041697,0.009272, PPPP
3881,7767162,2869.02,               ,274.7194599,0.015741, PPNN
3883,10793172,2871.01, Kepler-1693 b ,12.09997491,0.011765, PPPP
3884,10793172,2871.02, Kepler-1693 c ,5.3637802,0.009976, PPPP
3886,10793172,2871.04,               ,7.97882825,0.008319, PPPN
3889,9149789,2874.01,               ,0.35251538,0.012097, PPPF
3891,4367854,2876.01,               ,5.19522762,0.016303, PPFF
3893,7019524,2877.01, Kepler-1376 b ,5.30871492,0.010372, PPPP
3894,5106313,2878.01, Kepler-1694 b ,3.8952321,0.012424, PPPP
3895,7051984,2879.01,               ,0.339069,0.006737, PPFF
3896,9825174,2880.01, Kepler-1377 b ,0.7409273,0.01268, PPPP
3898,5642620,2882.01,               ,75.85879281,0.030114, PPFP
3900,5209845,2883.01, Kepler-1378 b ,11.95404276,0.026061, PPPP
3903,6129524,2886.01, Kepler-1379 b ,0.88184462,0.014392, PPPP
3907,7463685,2890.01, Kepler-1884 b ,8.9882794,0.011706, PPPP
3911,6937402,2894.01, Kepler-1380 b ,10.31070895,0.013235, PPPP
3916,11129258,2898.01, Kepler-1381 b ,25.38426854,0.022762, PPPP
3917,4939533,2899.01,               ,5.77209108,0.016554, PPPP
3918,4846856,2900.01,               ,46.15122828,0.023354, PPPP
3922,3969687,2904.01, Kepler-1382 b ,16.35851597,0.009948, PPPP
3924,6716545,2906.01, Kepler-1383 b ,13.90908164,0.008593, PPPP
3925,6716545,2906.02,               ,145.883639,0.011773, PPPN
3926,6716545,2906.03,               ,21.94221467,0.007838, PPPN
3930,4483138,2910.01, Kepler-1384 b ,15.36268187,0.019613, PPPP
3933,9693006,2913.01, Kepler-1385 b ,2.88878598,0.005876, PPPP
3934,6837283,2914.01,               ,21.1185206,0.009859, PPPP
3935,5613821,2915.01,               ,5.06098451,0.00775, PPPP
3940,10332213,2919.01, Kepler-1885 b ,2.52258369,0.012965, PPPP
3941,7090524,2920.01, Kepler-1386 b ,6.73961827,0.01087, PPPP
3942,6842807,2921.01,               ,16.61480806,0.017343, PPPP
3944,9815053,2923.01,               ,5.83894358,0.014379, PPPP
3945,7609553,2924.01, Kepler-1387 b ,2.2795268,0.01028, PPPP
3946,7609553,2924.02,               ,8.85685766,0.017731, PPPN
3947,6974658,2925.01,               ,0.71653325,0.009752, PPPP
3948,10122538,2926.01, Kepler-1388 b ,12.28547949,0.035881, PPPP
3949,10122538,2926.02, Kepler-1388 c ,5.53608548,0.031407, PPPP
3950,10122538,2926.03, Kepler-1388 d ,20.9571375,0.039168, PPPP
3951,10122538,2926.04, Kepler-1388 e ,37.63354937,0.036483, PPPP
3952,10122538,2926.05,               ,75.73163337,0.044195, PPPN
3953,5787131,2927.01,               ,24.43599804,0.020566, PPPP
3957,8611257,2931.01, Kepler-1389 b ,99.25229579,0.020794, PPPP
3959,12416987,2933.01,               ,119.0835261,0.047968, PPFP
3961,8259713,2935.01,               ,27.8820776,0.013596, PPPP
3962,10880507,2936.01, Kepler-1390 b ,6.48031062,0.010932, PPPP
3968,4385148,2942.01,               ,13.84284542,0.022059, PPPP
3969,4385148,2942.02, Kepler-1886 b ,24.27562161,0.024318, PPPP
3970,9838468,2943.01, Kepler-1391 b ,54.41021037,0.012712, PPPP
3972,8617363,2945.01, Kepler-1887 b ,19.94759391,0.027232, PPPP
3973,9642292,2946.01, Kepler-1392 b ,15.1408906,0.020298, PPPP
3975,6356692,2948.01, Kepler-1888 b ,11.39175039,0.006534, PPPP
3976,6026737,2949.01,               ,10.17508102,0.006813, PPPP
3977,6026737,2949.02,               ,3.75034374,0.00548, PPPP
3979,4991208,2951.01, Kepler-1393 b ,2.44355845,0.007198, PPPP
3984,8801316,2956.01, Kepler-1394 b ,3.93767336,0.004581, PPPP
3985,10904004,2957.01,               ,4.6448842,0.009313, PPPP
3986,10597693,2958.01,               ,31.60842164,0.016895, PPPP
3987,7466270,2959.01,               ,16.15610603,0.023697, PPPP
3989,10471515,2961.01, Kepler-1395 b ,3.78475268,0.005343, PPPP
3990,4935172,2962.01,               ,2.1729027,0.00814, PPPP
3991,8760040,2963.01, Kepler-1396 b ,18.22076933,0.013074, PPPP
3992,8760040,2963.02,               ,7.35098061,0.009897, PPPP
3993,10098844,2964.01, Kepler-1397 b ,47.44907007,0.013232, PPPP
3997,5980783,2967.01, Kepler-1889 b ,37.30333819,0.021586, PPPP
3998,8873090,2968.01,               ,10.16446209,0.005695, PPPP
4000,5450893,2970.01, Kepler-1890 b ,4.82054103,0.005903, PPPP
4001,4770174,2971.01,               ,6.09593931,0.00756, PPPP
4002,4770174,2971.02,               ,31.95325447,0.009501, PPPN
4003,8949925,2972.01,               ,13.25102892,0.014892, PPPP
4004,8949925,2972.02,               ,42.02969913,0.017984, PPFF
4008,6438099,2976.01,               ,21.61305227,0.02626, PPPP
4009,11090556,2977.01, Kepler-1398 b ,2.78820519,0.006833, PPPP
4010,11090556,2977.02, Kepler-1398 c ,4.13828689,0.00729, PPPP
4013,9468551,2980.01, Kepler-1399 b ,1.63865269,0.0121, PPPP
4014,9076971,2981.01, Kepler-1400 b ,9.06688391,0.017318, PPFP
4015,8360640,2982.01, Kepler-1891 b ,4.02229399,0.014033, PPPP
4017,7918652,2984.01,               ,11.45544558,0.007743, PPPP
4022,6636320,2989.01, Kepler-1892 b ,6.3312712,0.015979, PPPP
4023,5520547,2990.01, Kepler-1401 b ,11.20059556,0.013614, PPPP
4025,8509442,2992.01,               ,82.6590049,0.032325, PPPP
4027,11244137,2994.01, Kepler-1402 b ,2.03388966,0.007864, PPPP
4028,3848275,2995.01, Kepler-1403 b ,5.19495939,0.015456, PPPP
4029,12021625,2996.01, Kepler-1404 b ,15.93153809,0.021387, PPPP
4031,4175630,2998.01, Kepler-1405 b ,28.22752273,0.030557, PPPP
4035,3852655,3002.01, Kepler-1406 b ,11.6289844,0.008676, PPPP
4037,6103377,3004.01, Kepler-1407 b ,20.07119833,0.018431, PPPP
4038,6103377,3004.02,               ,7.03953748,0.015348, PPPP
4041,10190075,3007.01,               ,11.19150279,0.011859, PPPP
4042,9070666,3008.01, Kepler-1408 b ,2.99796983,0.006195, PPPP
4043,12405333,3009.01, Kepler-1409 b ,0.76486168,0.011158, PPPP
4044,3642335,3010.01, Kepler-1410 b ,60.86608195,0.024426, PPPP
4047,11565544,3013.01,               ,3.76560947,0.013904, PPPP
4048,7347246,3014.01, Kepler-1411 b ,86.11595787,0.027503, PPPP
4049,11403530,3015.01, Kepler-1412 b ,3.61460737,0.00607, PPPP
4051,12072872,3017.01,               ,2.46287204,0.006391, PPPP
4053,8709688,3019.01, Kepler-1893 b ,4.17935523,0.012208, PPPP
4054,8709688,3019.02,               ,2.01211066,0.007912, PPPF
4055,8241079,3020.01,               ,10.9192535,0.008893, PPPP
4057,11618601,3022.01, Kepler-1894 b ,2.76265288,0.012648, PPPP
4058,11618601,3022.02,               ,5.0536902,0.012277, PPPP
4061,9716391,3025.01, Kepler-1413 b ,13.18287199,0.02073, PPPP
4062,6929841,3026.01, Kepler-1414 b ,3.51576348,0.013982, PPPP
4063,11137180,3027.01, Kepler-1895 b ,6.07030763,0.016133, PPPP
