,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios
883,2711.01,9.02440904,2711.02,17.34087448,1.9215523590672703
884,2714.01,14.38312565,2714.02,47.31879794,3.289882817647498
885,2714.02,47.31879794,2714.03,184.2636218,3.8940892377199723
886,2715.02,2.22650285,2715.03,5.72089162,2.5694517390804146
887,2715.03,5.72089162,2715.01,11.12826312,1.945197332719266
888,2716.01,0.9628664,2716.02,6.46008024,6.70921764431701
889,2719.01,4.11584657,2719.02,106.2595388,25.81717685360657
890,2722.03,4.0287519,2722.01,6.12478255,1.520267989200328
891,2722.01,6.12478255,2722.04,8.92112441,1.45656181867224
892,2722.04,8.92112441,2722.02,11.2427106,1.2602347062212982
893,2722.02,11.2427106,2722.05,16.53398267,1.4706402448889861
894,2732.01,7.03145274,2732.02,13.6116442,1.9358224684590573
895,2732.02,13.6116442,2732.04,24.56045782,1.8043711295362832
896,2732.04,24.56045782,2732.03,54.28106641,2.2100999422656527
897,2739.02,7.09552793,2739.01,10.10775159,1.4245242481907896
898,2744.02,11.61540082,2744.01,109.6465339,9.439754649809837
899,2748.02,5.77720298,2748.01,23.1986074,4.015543071675145
900,2756.01,0.66502299,2756.02,5.07001741,7.623822764382928
901,2768.01,11.82901246,2768.02,14.7477039,1.246740076559189
902,2793.02,1.76678406,2793.01,4.49685739,2.545221847881059
903,2828.01,59.49652757,2828.02,505.4590073,8.495605171332187
904,2838.02,4.7746106,2838.01,7.69997247,1.6126911941258624
905,2840.01,3.67935053,2840.02,7.44647047,2.0238545931637564
906,2842.01,1.56541081,2842.03,3.03621178,1.9395622929165794
907,2842.03,3.03621178,2842.02,5.14891616,1.6958356442448161
908,2851.02,1.2393572,2851.01,3.42065171,2.760020847904059
909,2857.02,7.44132897,2857.01,20.26422381,2.723199564445543
910,2859.02,2.0054092,2859.04,2.90513115,1.4486475628016466
911,2859.04,2.90513115,2859.01,3.44620774,1.1862485932863995
912,2859.01,3.44620774,2859.03,4.28887482,1.2445201054536543
913,2859.03,4.28887482,2859.05,5.43099977,1.2662994370164433
914,2869.01,3.30041697,2869.02,274.7194599,83.23780370696615
915,2871.02,5.3637802,2871.04,7.97882825,1.4875382570672826
916,2871.04,7.97882825,2871.01,12.09997491,1.5165102607641667
917,2906.01,13.90908164,2906.03,21.94221467,1.5775458968403897
918,2906.03,21.94221467,2906.02,145.883639,6.648537588115758
919,2924.01,2.2795268,2924.02,8.85685766,3.8853930824590432
920,2926.02,5.53608548,2926.01,12.28547949,2.2191636192004753
921,2926.01,12.28547949,2926.03,20.9571375,1.7058461183430784
922,2926.03,20.9571375,2926.04,37.63354937,1.7957390111125622
923,2926.04,37.63354937,2926.05,75.73163337,2.012343630557747
924,2942.01,13.84284542,2942.02,24.27562161,1.7536583609412293
925,2949.02,3.75034374,2949.01,10.17508102,2.7131062444958713
926,2963.02,7.35098061,2963.01,18.22076933,2.4786855382550113
927,2971.01,6.09593931,2971.02,31.95325447,5.241727787148852
928,2972.01,13.25102892,2972.02,42.02969913,3.1718064599922404
929,2977.01,2.78820519,2977.02,4.13828689,1.4842117448321654
930,3004.02,7.03953748,3004.01,20.07119833,2.85120981130141
931,3019.02,2.01211066,3019.01,4.17935523,2.0771000885209765
932,3022.01,2.76265288,3022.02,5.0536902,1.8292888826481886
933,3029.02,6.34716885,3029.01,18.9763598,2.9897360931244172
934,3043.01,3.08940077,3043.02,7.29332005,2.3607555616683555
935,3052.01,10.12973355,3052.02,15.61120657,1.5411270684410057
936,3053.02,9.47663283,3053.01,42.52213444,4.487050960272352
937,3057.02,10.61360196,3057.01,29.72686649,2.8008273347759878
938,3061.01,7.32854962,3061.02,77.9200999,10.632403946253145
939,3068.01,3.91682297,3068.02,6.65176091,1.6982541618417848
940,3077.01,4.09577042,3077.02,7.55843223,1.8454238042961402
941,3083.02,6.23220535,3083.03,8.29425613,1.330870159790226
942,3083.03,8.29425613,3083.01,10.18315435,1.2277356993073711
943,3088.01,3.48413711,3088.02,67.87523397,19.481217824404162
944,3091.02,7.90710728,3091.01,17.06769159,2.1585253602376824
945,3097.02,6.80255833,3097.03,8.70296645,1.2793666776246517
946,3097.03,8.70296645,3097.01,11.92175111,1.3698491403468527
947,3111.02,4.32846867,3111.01,10.767902,2.4876931822634627
948,3130.02,5.65247304,3130.01,14.86391557,2.6296305112496388
949,3138.01,8.68908458,3138.02,19.53528018,2.248255267875411
950,3145.02,0.97731423,3145.01,4.53699369,4.642308022057553
951,3158.01,3.60013004,3158.02,4.54586316,1.2626941553477884
952,3158.02,4.54586316,3158.03,6.18944555,1.3615556236848978
953,3158.03,6.18944555,3158.04,7.74345208,1.251073624841889
954,3158.04,7.74345208,3158.05,9.74051754,1.2579037668687945
955,3184.03,4.02010728,3184.01,7.54760148,1.877462702935629
956,3184.01,7.54760148,3184.02,11.3224987,1.50014527529082
957,3196.01,4.96061846,3196.02,6.88308994,1.3875467334369431
958,3209.02,6.77085112,3209.01,11.91268755,1.7594076931941165
959,3214.01,11.49485553,3214.02,25.09016112,2.182729574505579
960,3271.02,7.41834106,3271.01,19.54898429,2.635223176163863
961,3308.02,5.32786836,3308.01,31.77886578,5.964649205409422
962,3319.03,3.54554902,3319.02,8.23985028,2.3239984085736882
963,3319.02,8.23985028,3319.01,19.59077749,2.3775647401690407
964,3340.01,8.95377977,3340.02,13.72823056,1.5332329935115212
965,3341.02,11.54754965,3341.01,27.09737458,2.3465908700379563
966,3344.02,3.63901032,3344.01,11.60455577,3.1889318109985463
967,3344.01,11.60455577,3344.03,208.5078693,17.96775968271296
968,3348.02,17.71915853,3348.01,36.43378679,2.0561804178406433
969,3349.01,82.17460948,3349.02,804.7090955,9.792673194216437
970,3371.02,12.25364559,3371.01,58.12618987,4.743583404879592
971,3374.01,9.50855124,3374.02,34.10914973,3.587207858386637
972,3384.01,10.5484465,3384.02,19.91605833,1.8880560592500515
973,3395.02,5.03954267,3395.01,10.00501581,1.9853023310148894
974,3398.03,4.32711675,3398.01,7.31941195,1.6915217159324394
975,3398.01,7.31941195,3398.02,35.80102743,4.891243678394136
976,3403.02,6.15832369,3403.01,39.81875602,6.4658433080837305
977,3410.01,16.58645051,3410.02,61.56736836,3.7119073983237665
978,3420.01,5.77452888,3420.02,12.50147185,2.1649336439027387
979,3425.02,3.1572046,3425.03,7.6437073,2.421036413034493
980,3425.03,7.6437073,3425.01,20.03479967,2.6210841001198464
981,3429.02,8.7419614,3429.01,15.82798802,1.8105762878339866
982,3429.01,15.82798802,3429.04,44.43539936,2.8073940480528616
983,3437.01,15.03301766,3437.02,34.74929184,2.311531365552856
984,3440.01,33.02564289,3440.02,58.94134289,1.7847144743349461
985,3444.03,2.63596564,3444.01,12.67139506,4.807116931918733
986,3444.01,12.67139506,3444.04,14.15015401,1.1167005639866776
987,3456.01,30.86070614,3456.02,486.1771969,15.753923280123622
988,3462.01,12.4324632,3462.02,30.98948511,2.4926263292699713
989,3470.01,15.06151731,3470.02,25.43401281,1.688675336389465
990,3495.02,6.68512028,3495.01,17.60643301,2.6336748289590988
991,3496.02,8.54334285,3496.01,23.23813473,2.7200283469836397
992,3500.02,4.74831259,3500.01,73.74942208,15.531711672756574
993,3503.01,21.18558203,3503.02,31.82612256,1.5022538684531956
994,3681.02,10.51424353,3681.01,217.8318867,20.7177897371757
995,3741.03,5.11179734,3741.04,9.63114217,1.8841009393380999
996,3791.02,220.1295992,3791.01,440.7863124,2.002394562121203
997,3864.01,1.21069591,3864.02,18.25752655,15.080191812987954
998,3878.02,15.35725274,3878.01,70.9671373,4.621082852609223
999,3925.02,2.59026336,3925.03,5.32440344,2.0555452091172692
1000,3925.03,5.32440344,3925.01,9.20746401,1.729294955530267
1001,3936.02,13.02682162,3936.01,141.6087749,10.87055453976501
1002,4009.02,77.79357309,4009.01,175.1391425,2.251331768723107
1003,4021.02,4.93212279,4021.01,7.23533253,1.4669814272811321
1004,4032.02,2.89225969,4032.01,3.95116398,1.366116602067638
1005,4032.01,3.95116398,4032.04,5.10112466,1.291043521813033
1006,4032.04,5.10112466,4032.03,5.99275223,1.1747903902430803
1007,4032.03,5.99275223,4032.05,7.23524835,1.2073331371485718
1008,4034.01,6.96702793,4034.02,11.60881837,1.6662511599835081
1009,4084.03,8.19610407,4084.02,10.72903285,1.309040582985179
1010,4084.02,10.72903285,4084.01,214.8795372,20.027857142780583
1011,4097.01,2.79064277,4097.02,4.44901101,1.5942603108602111
1012,4103.02,14.23679917,4103.01,184.7724747,12.978512409541842
1013,4136.01,2.4175019,4136.02,4.03352907,1.668469865525235
1014,4146.02,2.57382045,4146.01,3.50471169,1.361676837247913
1015,4149.01,9.54710339,4149.02,14.70861407,1.5406363028818104
1016,4192.01,18.05417628,4192.02,32.02797724,1.7739927174345724
1017,4212.01,5.79176656,4212.02,10.09900222,1.7436825388901722
1018,4246.03,5.558328,4246.01,6.98474826,1.2566275793727897
1019,4246.01,6.98474826,4246.02,8.75630846,1.253632648458543
1020,4269.02,4.44083084,4269.01,26.65644467,6.002580514865997
1021,4287.02,9.61822502,4287.01,13.12300309,1.3643892779293698
1022,4288.01,6.28385406,4288.02,9.08742267,1.4461543160026857
1023,4288.02,9.08742267,4288.04,13.95134254,1.5352364522514281
1024,4301.02,6.31912066,4301.01,15.60477693,2.469453863854532
1025,4382.01,2.9464558,4382.02,3.98157196,1.3513089047526186
1026,4383.02,2.58396862,4383.01,4.34191602,1.680328463121971
1027,4385.01,7.29810443,4385.03,17.3702977,2.3801108721597175
1028,4385.03,17.3702977,4385.02,386.3728943,22.2433087200342
1029,4421.01,4.72693561,4421.02,6.55935685,1.3876552149607133
1030,4435.01,10.86138201,4435.02,17.86921772,1.6452066324108603
1031,4477.01,5.30180411,4477.02,9.32859304,1.7595129594480623
1032,4500.01,8.70179277,4500.03,14.75102769,1.695171107826784
1033,4500.03,14.75102769,4500.02,44.9847468,3.0496008647923567
1034,4504.01,4.13032217,4504.02,8.1193947,1.9658017863531454
1035,4524.03,3.33932408,4524.02,4.52626961,1.3554448449939007
1036,4524.02,4.52626961,4524.01,7.99141011,1.7655621071145164
1037,4526.02,11.81970807,4526.01,30.5386946,2.583709717629261
1038,4541.01,8.52910804,4541.02,17.23602387,2.0208471729008606
1039,4567.02,4.67254109,4567.01,14.74459462,3.155583725428512
1040,4577.02,3.0736889,4577.01,105.9975574,34.48545407441853
1041,4622.02,4.50158393,4622.01,207.2488504,46.03909504359725
1042,4647.02,12.00853198,4647.01,37.90506997,3.1565115563776014
1043,4657.01,7.57606329,4657.02,10.43154013,1.3769077330398067
1044,4700.01,3.83482795,4700.02,66.47774216,17.335260675775558
1045,4772.01,3.38085113,4772.04,5.14993121,1.523264708197903
1046,4772.04,5.14993121,4772.02,9.01805462,1.7511019569521589
1047,4773.01,8.84935359,4773.02,11.14432601,1.2593378597272211
1048,4782.02,4.29245971,4782.01,7.42125901,1.7289059214023466
1049,4838.02,6.33332367,4838.01,13.29764143,2.099630797805096
1050,4846.01,19.25472698,4846.02,32.52749653,1.6893252531592116
1051,4871.01,4.08197816,4871.02,5.52239578,1.352872446529699
1052,4896.01,19.59440798,4896.02,49.53527085,2.5280310025472894
1053,4913.01,6.78781294,4913.02,8.97388491,1.3220583698053412
1054,5007.01,14.51690167,5007.02,80.88225039,5.571591805787853
1055,5475.02,5.68328133,5475.01,224.1510965,39.44043651627571
1056,5875.02,4.27436522,5875.01,9.87867208,2.3111436602977036
1057,6093.01,20.57191782,6093.02,27.2487056,1.3245583536946095
1058,6103.02,122.8052443,6103.01,453.5416919,3.69317853227869
1059,6120.01,90.09841737,6120.02,205.4320307,2.2800847861330196
1060,6132.02,7.58456219,6132.03,11.86688351,1.5646102191166817
1061,6132.03,11.86688351,6132.01,33.32018333,2.8078293093482976
1062,6145.03,7.31364738,6145.01,19.67274719,2.689868155770999
1063,6145.01,19.67274719,6145.02,32.65782278,1.6600540059092783
1064,6166.02,6.65116176,6166.01,12.20676271,1.835282789754312
1065,6178.01,13.03305027,6178.02,33.81577049,2.594616746613684
1066,6182.01,19.24192829,6182.02,28.68382857,1.4906940789768424
1067,6191.01,9.70411828,6191.02,12.77124092,1.3160640206046623
1068,6209.02,7.72968849,6209.01,12.71445144,1.644885360703585
1069,6259.01,4.78124431,6259.02,7.18857575,1.5034947565772894
1070,6355.01,4.37198346,6355.02,6.72885248,1.5390846149266995
1071,6516.01,11.29055259,6516.02,28.25225281,2.5022914144187163
1072,7117.01,8.29269835,7117.02,22.78644494,2.747772073489204
1073,7378.01,8.73938537,7378.02,56.38901472,6.452286097094262
1074,7685.02,33.5026842,7685.01,64.74041555,1.9323948840493204
,,,,,
