,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios,Nearest Period Ratio,delta,Period_ttv
29,117.03,3.18002806,117.02,4.90143997,1.5413197234492326,3:2,0.027546482299488417,59.311142002464535
697,1952.03,5.1956508,1952.01,8.01037667,1.541746545014149,3:2,0.027831030009432656,95.94059421306692
9,82.04,7.07134469,82.02,10.31172605,1.458241183544965,3:2,-0.027839210970023398,-123.46765216757787
891,2722.01,6.12478255,2722.04,8.92112441,1.45656181867224,3:2,-0.028958787551840004,-102.6875911618655
721,2028.02,37.05503257,2028.01,57.2486346,1.5449624687780972,3:2,0.029974979185398043,636.626904124624
651,1833.01,3.69298793,1833.03,5.70939527,1.5460097293088093,3:2,0.030673152872539466,62.04552119487103
539,1358.03,3.64833292,1358.01,5.64492487,1.5472614461949925,3:2,0.03150763079666152,59.72018764205869
727,2036.02,5.79533425,2036.01,8.4110256,1.4513443465318676,3:2,-0.032437102312088295,-86.43420651527057
861,2593.02,9.55404765,2593.01,14.79670528,1.5487368099948715,3:2,0.032491206663247674,151.80215202387097
540,1358.01,5.64492487,1358.02,8.74287505,1.5488027301238467,3:2,0.032535153415897744,89.57362659643445
72,238.01,17.23237226,238.02,26.69546815,1.5491464406189654,3:2,0.03276429374597689,271.59106350113143
45,156.02,5.18856562,156.01,8.04132617,1.549816800813632,3:2,0.033211200542421215,80.70897808234585
910,2859.02,2.0054092,2859.04,2.90513115,1.4486475628016466,3:2,-0.03423495813223565,-28.286205178331322
1022,4288.01,6.28385406,4288.02,9.08742267,1.4461543160026855,3:2,-0.035897122664876324,-84.38394682156168
837,2439.01,5.19111924,2439.02,7.50181268,1.4451243235167912,3:2,-0.03658378432213927,-68.35280365332204
538,1358.04,2.34585905,1358.03,3.64833292,1.555222561219098,3:2,0.0368150408127319,33.032992670559814
43,152.01,52.0908098,152.04,81.0636284,1.556198275880902,3:2,0.037465517253934655,721.2287844185277
796,2220.04,7.66463518,2220.05,11.92923256,1.5563992649158287,3:2,0.03759950994388572,105.75698617529352
74,239.02,3.62277395,239.01,5.64067335,1.5570039499704365,3:2,0.0380026333136243,49.47616220389448
673,1889.02,9.18184049,1889.01,14.30517935,1.5579860449089546,3:2,0.03865736327263636,123.35019031269464
589,1567.02,4.6461998,1567.01,7.24020008,1.5583057964920064,3:2,0.03887053099467086,62.08816717727739
757,2103.01,2.54307621,2103.02,3.66521076,1.4412508542164373,3:2,-0.03916609718904185,-31.19373661621372
615,1627.03,3.80674591,1627.02,5.93917354,1.5601707286000603,3:2,0.040113819066706746,49.35268093125654
545,1364.05,2.58083692,1364.04,3.71548205,1.4396423195929793,3:2,-0.04023845360468048,-30.77886712134004
723,2029.04,4.78847692,2029.03,6.88724533,1.4382956094523685,3:2,-0.04113626036508777,-55.808389556035785
497,1198.02,10.30061924,1198.01,16.08826322,1.561873402477112,3:2,0.04124893498474114,130.00952409196663
728,2037.02,5.477158,2037.03,8.56266099,1.5633401464774248,3:2,0.042226764318283205,67.59268383640251
183,457.01,4.92135977,457.02,7.06426469,1.4354294382343034,3:2,-0.043047041177131096,-54.70189895229406
1060,6132.02,7.58456219,6132.03,11.86688351,1.5646102191166815,3:2,0.04307347941112094,91.83441622887287
240,568.02,2.35896842,568.01,3.38353654,1.4343288834701735,3:2,-0.04378074435321766,-25.76122288451778
10,82.02,10.31172605,82.01,16.14567465,1.5657586878968723,3:2,0.04383912526458156,122.76457428196292
304,700.02,9.36057471,700.03,14.66723806,1.5669164035762502,3:2,0.04461093571749997,109.59374141563784
711,1996.02,7.073806,1996.01,10.13203033,1.4323308173845877,3:2,-0.045112788410274884,-74.86443561453873
731,2038.02,12.51345816,2038.03,17.91327996,1.431521145550384,3:2,-0.0456525696330774,-130.79424374118182
280,647.01,5.16950931,647.02,8.11359248,1.5695092113104252,3:2,0.04633947420695006,58.36343361576246
735,2045.03,16.93512559,2045.02,24.2095264,1.429545135129996,3:2,-0.04696990991333605,-171.80876327467863
239,567.02,20.30308048,567.03,29.02256398,1.42946603637755,3:2,-0.047022642414966676,-205.73467369103378
458,1052.04,43.13122259,1052.03,67.83179028,1.572684153305843,3:2,0.0484561022038954,466.6202135875124
142,351.02,210.7307044,351.01,331.5973066,1.573559522539137,3:2,0.04903968169275785,2253.938682266298
863,2597.03,5.61355807,2597.01,8.00503248,1.4260175774755994,3:2,-0.049321615016267084,-54.10090807285885
553,1413.02,21.52618726,1413.03,33.88433254,1.5740981963379983,3:2,0.049398797558665386,228.6447863416068
